Locality,DateBins,Lat.,Long.,D_sum,N_sum,B_sum,R_sum,x_sum,F_sum,Q_sum,K_sum,E_sum,L_sum,n_sum,A_sum,G_sum,I_sum,J_sum,C_sum,O_sum,H_sum,P_sum,T_sum,y_haplos_sum
Scotland. Eweford Cottages,3501-4000,55.99,-2.537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scotland. Fife. cist3. Dunfermline. Aberdour Road,3501-4000,56.062,-3.419178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scotland. Highland. Applecross,1501-2000,57.433,-5.815186425,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scotland. Highland. Applecross,2001-2500,57.433,-5.815186425,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Scotland. Highland. Embo,5001-5500,57.907525,-3.996847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Scotland. Isle of Harris. Northton,1501-2000,57.81,-7.094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scotland. Longniddry. Evergreen,3001-3500,55.98,-2.8959999999999995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scotland. Longniddry. Grainfoot,3001-3500,55.97,-2.896,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scotland. Oban. Raschoille,5501-6000,56.414567,-5.469178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland. Orkney. Brough Road Birsay,0-1000,59.133,-3.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland. Orkney. Brough Road Birsay,1001-1500,59.133,-3.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland. Orkney. Brough Road Birsay,1501-2000,59.133,-3.319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scotland. Orkney. Bu,2001-2500,58.96498,-3.2717,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scotland. Orkney. Buckquoy Birsay,1001-1500,59.1341,-3.3234,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Scotland. Orkney. Holm of Papa Westray North,5001-5500,59.35,-2.873,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Scotland. Orkney. Howe of Howe,2001-2500,58.97927,-3.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scotland. Orkney. Isbister,4001-4500,58.74,-2.916,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Scotland. Orkney. Isbister,4501-5000,58.74,-2.916,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
Scotland. Orkney. Isbister,5001-5500,58.739999999999995,-2.916,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
Scotland. Orkney. Knowe of Lairo,5001-5500,59.053,-2.853,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Scotland. Orkney. Lop Ness. Stenchme,3501-4000,59.281,-2.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland. Orkney. Newark Deerness,1001-1500,58.93,-2.75,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Scotland. Orkney. Point of Cott,5001-5500,59.3101,-2.940715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland. Orkney. Point of Cott,5501-6000,59.3101,-2.940715,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Scotland. Orkney. Quoyness,4501-5000,59.23,-2.568,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Scotland. Orkney. Rousay. Midhowe,5001-5500,59.157625,-3.10046,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Scotland. Orkney. Unstan Chamber Tomb,5001-5500,58.9863,-3.249,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Scotland. Pabbay Mor,3001-3500,58.23,-6.935,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Scotland. Ross and Cromarty. Balintore,5001-5500,57.75701,-3.91195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland. Scottish Borders. Cumledge (Auchencraw Park),1501-2000,55.802822,-2.347257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland. South Uist. Hornish Point,2001-2500,57.4,-7.399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scotland. Sutherland. Embo,5001-5500,57.907315,-3.996827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland. Tulach an t'Sionnach,5501-6000,58.54,-3.598,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Scotland. Tulloch of Assery,5501-6000,58.53,-3.603,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Scotland. West Lothian. House of Binns,1501-2000,55.989526,-3.5255164,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Scotland. Wick. Achavanich,4001-4500,58.364762,-3.403508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sealand. Bakkendrup,1001-1500,55.56,11.25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Sealand. Besser,1001-1500,55.85,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sealand. Borse,1001-1500,55.13,11.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Sealand. Brondsager Torsiinre,1501-2000,55.635879,12.241361,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Sealand. Gerdrup,1001-1500,55.73,12.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sealand. Gerdrup,1501-2000,55.73,12.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sealand. Gerdrup,3501-4000,55.73,12.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sealand. Gl. Lejre,1001-1500,55.62,11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Sealand. Hundstrup Mose,1001-1500,55.15,11.87,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Sealand. Kragehave Odetofter,1501-2000,55.655463,12.245129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Sealand. Lejre,1001-1500,55.6,11.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sealand. Tollemosegard,1001-1500,55.87,12.08,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Sealand. Trekroner-Grydehej,1001-1500,55.65,12.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seengen,4001-4500,47.1936,8.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seh Gabi,5501-6000,34.5,47.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seh Gabi,6501-7000,34.5,47.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seistan. Shahr-i Sokhta,4001-4500,30.649857,61.400311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seistan. Shahr-i Sokhta,4501-5000,30.649857000000004,61.400311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seistan. Shahr-i Sokhta,5001-5500,30.649857,61.40031100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenge. Burgaldain Khundii,0-1000,49.223888,104.884444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenge. Buural Uul,0-1000,49.30615,105.90919000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenge. Karnikovyn Am,0-1000,49.744364,106.669392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenge. Uguumur Uul,1501-2000,49.248364,105.377512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Setúbal. Melides. Casas Velhas,3001-3500,38.1988,-8.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seulo. CA. Grutta I de Longu Fresu,6001-6500,39.87,9.2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seulo. CA. Riparo sotto roccia Su Asedazzu,4001-4500,39.87,9.2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seulo. CA. Riparo sotto roccia Su Cannisoni 1,3001-3500,39.87,9.2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seulo. CA. Su Stampu Erdi,3501-4000,39.87,9.2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sevilla. Alcalá del Río. La Angorrilla,2501-3000,37.51833,-5.97833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sevilla. Valencina de la Concepción. PP4-Montelirio,4001-4500,37.410926,-6.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sevilla. Valencina de la Concepción. PP4-Montelirio,4501-5000,37.410926,-6.059,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
Shaanxi. Wuzhuangguoliang,4501-5000,37.82060368,109.0505931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaanxi. Wuzhuangguoliang,5001-5500,37.82060368,109.0505931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shamanka II,7001-7500,51.698333,103.703056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shamanka II,7501-8000,51.698333,103.703056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shandong. Zhangdian. Zibo City. Xiaogao,7501-8000,37.9,117.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shandong. Zhangqiu. Diaozhen Qiezhuang. Xiaojingshan,7501-8000,36.5,117.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shanidar,10001-10500,36.8006,44.2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shanxi province. Shenmu. Shengedaliang site,4001-4500,38.5664991,110.3101228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Shanxi province. Shenmu. Shengedaliang site,4501-5000,38.5664991,110.3101228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Shengavit cemetery,4001-4500,40.09,44.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shestovitsa,0-1000,51.37,31.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Shevchenko. OAE-2003,4501-5000,48.220364,37.146114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shikoku. Ainan. Hijaro Shell Midden,1501-2000,32.96353,132.56477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shikoku. Ehime Prefecture. Kamiukena District. Kamikuroiwa Rock Shelter,8501-9000,33.6134,132.9746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoendykol,3001-3500,50.82,75.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shtikë (Southeastern. Kolonja Plateau) ,1001-1500,40.432222,20.712778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shugur. Western Siberia,0-1000,63.65,62.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shum Laka,3001-3500,5.8586,10.0778,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Shum Laka,7501-8000,5.8586,10.0778,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7
Shyshaky. Grave 112 in the central part of the burial ground,1501-2000,49.8666667,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sibai-1. Mound 1. burial 1. skeleton 2,2001-2500,52.753393,58.667696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siberia. Angara river. Angara,7001-7500,52.2145,104.348667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberia. Irkutsk city. Glazkovskoe predmestie,4001-4500,52.279056,104.251778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Siberia. Irkutsk city. Glazkovskoe predmestie,4501-5000,52.279056,104.251778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Siberia. Lena river. Iushino,6501-7000,54.870722,106.255056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Siberia. Lena river. Kachug,3501-4000,53.949444,105.890194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberia. Lena river. Kachug,6501-7000,53.949444,105.890194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberia. Lower Lena river. Stepno-Baltaiskii ulus,6501-7000,53.15,106.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siberia. Lower Lena river. Zhigalovo,4501-5000,54.8,105.133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Siberia. Sosnoviy Ostrov,6001-6500,57.35888889,65.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siberia. Tungus & Eastern Steppe,2001-2500,49.27444444,101.7158333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siberia. Tungus & Eastern Steppe,2501-3000,54.67583333,90.85361111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siberia. Upper Lena river. Khaptsagai,3501-4000,53.04452799999999,105.510583,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,4
Siberia. Upper Lena river. Khaptsagai,4001-4500,53.044528,105.510583,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberia. Upper Lena river. Zapleskino,3501-4000,54.386333,105.17325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siberia. Upper Lena river. Zapleskino,4001-4500,54.386333,105.17325,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberia. Yenisei river. Bazaikha,4501-5000,55.990333,92.851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberia. western. Tyumen Oblast,6501-7000,56.03622222,69.33886111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siberia. western. Tyumen Oblast,8001-8500,56.03622222,69.33886111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siberian Federal District. Cis-Baikal. Angara River. Anosovo N 1,4001-4500,54.6659,103.2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siberian Federal District. Cis-Baikal. Angara River. Chastaja Padi,4501-5000,52.9892,103.4509,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberian Federal District. Cis-Baikal. Angara River. Cyclodrome site,7501-8000,52.2888,104.2526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siberian Federal District. Cis-Baikal. Angara River. Glazkovo site,4501-5000,52.2864,104.2601,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberian Federal District. Cis-Baikal. Angara River. Gorodische N 1,5501-6000,53.2207,103.3948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberian Federal District. Cis-Baikal. Angara River. Kirpichnyj Saraj site,5501-6000,53.2207,103.3948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberian Federal District. Cis-Baikal. Angara River. Podostrozhnoe N 3,4001-4500,53.2207,103.3948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberian Federal District. Cis-Baikal. Angara River. Sukhaja Pad' Buret' site,4001-4500,52.9838,103.5207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberian Federal District. Cis-Baikal. Angara River. Ust'-Dolgoe site,4001-4500,52.9943,103.4209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberian Federal District. Cis-Baikal. Angara River. Zarubino site,0-1000,57.4743,102.8364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Siberian Federal District. Cis-Baikal. Lake Baikal. Mys Uyuga site,5001-5500,53.1529,106.9598,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberian Federal District. Cis-Baikal. Lake Baikal. complex 1. Sokhter site,5001-5500,53.0189,106.7615,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberian Federal District. Cis-Baikal. Lena River. Korkino,5501-6000,54.3738,105.21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberian Federal District. Cis-Baikal. Lena River. Makarovo site-1,5001-5500,54.003,105.7941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siberian Federal District. Cis-Baikal. Lena River. Makrushyno site,4501-5000,53.8767,106.2674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siberian Federal District. Cis-Baikal. Lena River. Popovskij Lug site,8501-9000,53.9867,105.8477,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberian Federal District. Cis-Baikal. Lena River. Shishkino N 1,4001-4500,54.0066,105.6815,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberian Federal District. Cis-Baikal. Lena River. Silinskij burial site,3501-4000,54.0027,105.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siberian Federal District. Cis-Baikal. Lena River. Zvjozdochka site,4001-4500,53.9695,105.8412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberian Federal District. Krasnoyarsk Krai. Krasnoyarsk Krai. Nefteprovod-2 site,4001-4500,56.1947,95.8195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberian Federal District. Trans-Baikal. Agin-Buryat Autonomous Okrug. Nozhyj Lake burial site-1,6001-6500,50.8158,114.8367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siberian Federal District. Trans-Baikal. Argun River. Western Hill. Mt. Bolishaja Kanga. Duroj,8001-8500,50.0171,118.9395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siberian Federal District. Trans-Baikal. Chita Oblast. Okoshki-1,3001-3500,50.3172,118.2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siberian Federal District. Trans-Baikal. Kadalinka River. Dvorcy-Dacha burial,6501-7000,52.0742,113.2139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Siberian Federal District. Trans-Baikal. Kuenga River. Izvestkovaja-1 site,7001-7500,52.2308,116.9933,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sicily. Buffa,3501-4000,37.908,13.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicily. Buffa,4001-4500,37.908,13.478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sicily. Contrada Paolina. Castellucciana,3501-4000,36.8831,14.5712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicily. Contrada Paolina. Castellucciana,4001-4500,36.8831,14.5712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicily. Fossato di Stretto Partana,6501-7000,37.724,12.916000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicily. Grotta dell’Uzzo,4001-4500,38.11,12.7866,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sicily. Grotta dell’Uzzo,6501-7000,38.11,12.7866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Sicily. Grotta dell’Uzzo,7001-7500,38.11,12.7866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Sicily. Grotta dell’Uzzo,7501-8000,38.11,12.7866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicily. Grotta dell’Uzzo,8001-8500,38.11,12.7866,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Sicily. Grotta dell’Uzzo,8501-9000,38.11,12.7866,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Sicily. Grotta dell’Uzzo,10001-10500,38.11,12.7866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicily. Grotta dell’Uzzo,10501-11000,38.11,12.7866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicily. Marcita,3001-3500,37.68,12.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicily. Partanna. Pergole 2,4501-5000,37.73497,12.9619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicily. Salaputra. Partanna. Pergole 2,4001-4500,37.73497,12.9619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sicily. Vallone Inferno,3501-4000,37.8724,13.9346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidelkino,11001-11500,54.53,51.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidon. College Site,3501-4000,33.561623,35.371184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sigtuna. cemetery 1 (Nunnnan),1001-1500,59.61731,17.72361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sigtuna. cemetery 3 (Kållandet),0-1000,59.61731,17.72361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sigtuna. cemetery 4 (Bensinst.),0-1000,59.61731,17.72361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sigtuna. cemetery 4 (Götes mack),0-1000,59.61731,17.72361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sigtuna. church 1 (St. Gertrud),0-1000,59.61731,17.72361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sigtuna. church 1 (St. Gertrud),1001-1500,59.61731,17.72361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silastadir,1001-1500,65.722858,-18.186543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinjucha. Kuban steppe,5001-5500,45.04999999999999,39.91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Sion-Petit-Chasseur. Dolmen XI,4001-4500,46.231707,7.351237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sireniki. Chukchi Peninsula. Second sampling location,0-1000,64.4,173.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sjolpan 4,4001-4500,52.629778,76.727647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skara. Varnhem,0-1000,58.38,13.65,0,3,0,15,0,1,0,0,0,0,0,0,1,6,1,0,0,0,0,1,28
Skradnik-Sultanov grob,2501-3000,45.21455,15.315809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slobodzeya District. Glinoe,1501-2000,46.6684,29.8001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slobodzeya District. Glinoe,2001-2500,46.6684,29.8001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smiljan,2501-3000,44.555384,15.310516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smyadovo,6001-6500,43.05777778,26.98361111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smyadovo (Northeast),4501-5000,43.066667,27.016667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somogy county. Kútvölgyi-dűlő. Zamárdi (sites 56 and 89),2001-2500,46.875901,17.96734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Andros. Sanctuary Blue Hole,0-1000,24.1,-77.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Caucasus mountains. Kaps,5001-5500,40.866667,43.716667,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
South Kazakhstan. Otrar. Konyrtobe Burial Ground. mound 1,1501-2000,41.41,68.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sulawesi. Leang Panninge,7001-7500,-4.974,119.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Transdanubia. Kölked -Feketekapu,1001-1500,45.948651,18.704568,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Southeastern Poland. Chłopice,4001-4500,49.957222,22.660278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southeastern Poland. Pełczyska,4001-4500,50.356111,20.571389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southeastern Poland. Skołoszów,4001-4500,49.933611,22.818889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southeastern Poland. Święte,4001-4500,49.916111,22.860833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Germany. Singen,3501-4000,47.767097,8.872239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
