Locality,DateBins,Lat.,Long.,D_sum,N_sum,B_sum,R_sum,x_sum,F_sum,Q_sum,K_sum,E_sum,L_sum,n_sum,A_sum,G_sum,I_sum,J_sum,C_sum,O_sum,H_sum,P_sum,T_sum,y_haplos_sum
England. Cambridgeshire. Babraham Research Campus (ARC05). ARES site,1501-2000,52.134885,0.204105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Cambridgeshire. Chippenham. Waterhall Farm,3501-4000,52.276938,0.461902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Cambridgeshire. Ely,1001-1500,52.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Cambridgeshire. Fordham,3501-4000,52.310608,0.386227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Cambridgeshire. Hatherdene,1001-1500,52.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Cambridgeshire. Linton,1001-1500,52.0991,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Cambridgeshire. Linton,2001-2500,52.0991,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Cambridgeshire. Marshall's Jaguar Land Rover New Showroom (JLU15),2001-2500,52.210906,0.177859,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
England. Cambridgeshire. Oakington,1001-1500,52.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Cambridgeshire. Over,2001-2500,52.346588,0.031827553,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
England. Cambridgeshire. Teversham (Marshall's) Evaluation,2001-2500,52.198919,0.180799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Cambridgeshire. Trumpington Meadows,2001-2500,52.170279,0.10560399999999999,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
England. Cambridgeshire. Trumpington Meadows,3501-4000,52.170279,0.105604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Cambridgeshire. Trumpington Meadows,4001-4500,52.170279,0.105604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Cambridgeshire. Trumpington Meadows,5001-5500,52.17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
England. Cambridgeshire. Trumpington Meadows,5501-6000,52.17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
England. Cambridgeshire. Trumpington. Clay Farm,3001-3500,52.17839,0.122544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Cambridgeshire. Whittlesey. Bradley Fen,2001-2500,52.564022,-0.179454,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
England. Co. Durham. Hartlepool. Catcote,2001-2500,54.676567,-1.236391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Cornwall. Newquay. Tregunnel,2001-2500,50.40937399999999,-5.088903,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Cornwall. Newquay. Trethellan Farm,2001-2500,50.203523,-5.199698,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
England. Cornwall. Padstow. St. Merryn. Harlyn Bay,2001-2500,50.539905,-4.997808999999999,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
England. Cornwall. Padstow. St. Merryn. Harlyn Bay,2501-3000,50.539905,-4.997809,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Cornwall. Padstow. St. Merryn. Harlyn Bay,4001-4500,50.539905,-4.997809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Cornwall. St. Mawes. Tregear Vean,2001-2500,50.171785,-5.012467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
England. Cornwall. St. Merryn. Constantine Island,3001-3500,50.536523,-5.025273,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Cumbria. Ulverston. Birkrigg Common,4001-4500,54.162749,-3.108988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Derbyshire. Brassington. Carsington Pasture Cave,2001-2500,53.079803,-1.640942,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
England. Derbyshire. Brassington. Carsington Pasture Cave,2501-3000,53.079803,-1.640942,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Derbyshire. Brassington. Carsington Pasture Cave,3501-4000,53.079803,-1.640942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Derbyshire. Brassington. Carsington Pasture Cave,4001-4500,53.079803,-1.640942,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Derbyshire. Brassington. Carsington Pasture Cave,5501-6000,53.079803,-1.640942,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
England. Derbyshire. Fin Cop,2001-2500,53.23583299999999,-1.736944,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7
England. Devon. Paington. Neale's Cave,3501-4000,50.426084,-3.580537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Devon. Torquay. Kent's Cavern,9001-9500,50.46816900000001,-3.503071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Dorset. Long Bredy. Bottle Knap,2001-2500,50.710999,-2.611068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Dorset. Long Bredy. Bottle Knap,2501-3000,50.710999,-2.611068,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Dorset. Ridgeway Hill Mass Grave,0-1000,50.67,-2.47,0,0,0,7,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,10
England. Dorset. Sixpenny Handley. Canada Farm,3001-3500,50.919204,-2.015441,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Dorset. Sixpenny Handley. Canada Farm,4001-4500,50.919204,-2.015441,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Dorset. Worth Matravers,1001-1500,50.60009092,-2.036950526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Dorset. Worth Matravers. Football Field,1501-2000,50.60009092,-2.036950526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. East Riding of Yorkshire. Burstwick,2001-2500,53.734309,-0.141121,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. East Riding of Yorkshire. East Coast Pipeline (field 16),2001-2500,54.12647222,-0.287966667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. East Riding of Yorkshire. East Coast Pipeline (field 9),2001-2500,54.09468889,-0.281613889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. East Riding of Yorkshire. East Riding. North Ferriby. Melton Quarry,1501-2000,53.725076,-0.523009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. East Riding of Yorkshire. Nunburnholme Wold,2001-2500,53.916717,-0.666972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. East Riding of Yorkshire. Pocklington (Burnby Lane),1001-1500,53.919396,-0.766635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. East Riding of Yorkshire. Pocklington (Burnby Lane),2001-2500,53.913127612903224,-0.7587760967741936,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
England. East Riding of Yorkshire. Thornholme. East Coast Pipeline (field 10),3501-4000,54.09805556,-0.282161111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. East Riding of Yorkshire. Thornholme. East Coast Pipeline (field 13),4501-5000,54.11173333,-0.284113889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. East Riding of Yorkshire. Thornholme. East Coast Pipeline (field 16),1501-2000,54.12647222,-0.287966667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. East Riding of Yorkshire. Thornholme. East Coast Pipeline (field 16),2001-2500,54.126472220000004,-0.287966667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. East Riding of Yorkshire. Thornholme. Town Pasture,1501-2000,54.05587222,-0.307591667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Gloucestershire. Bishop's Cleeve. Cleevelands,1501-2000,51.95241000000001,-2.078732,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
England. Gloucestershire. Bourton-on-the-water. Greystones Farm,2001-2500,51.885901,-1.753493,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
England. Gloucestershire. Cheltenham. Hazleton North,5001-5500,51.861211,-1.883011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Gloucestershire. Cheltenham. Hazleton North,5501-6000,51.861211,-1.8830110000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
England. Gloucestershire. Chipping Norton. Upper Swell,5501-6000,51.56105,-1.445923,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
England. Gloucestershire. Fairford. Saxon Way,2001-2500,51.709659,-1.791815,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Gloucestershire. Hampnett. Burn Ground,5501-6000,51.84340699999999,-1.850443,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
England. Gloucestershire. Lechlade-on-Thames. Lechlade Memorial Hall/Skate Park,2001-2500,51.697969,-1.692092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Gloucestershire. Lechlade-on-Thames. Lechlade Memorial Hall/Skate Park,2501-3000,51.697969,-1.692092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Gloucestershire. Lechlade-on-Thames. Lechlade Memorial Hall/Skate Park,4001-4500,51.697969,-1.692092,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
England. Hampshire. Barton-Stacey Pipeline,2001-2500,51.15,-1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Hampshire. Barton-Stacey Pipeline,4001-4500,51.15,-1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Hampshire. Middle Wallop. Suddern Farm,2001-2500,51.140932,-1.598337,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
England. Hampshire. Nether Wallop. Danebury,2001-2500,51.138291,-1.53093,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
England. Hampshire. Stockbridge. New Buildings,2001-2500,51.136489,-1.494026,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
England. Hampshire. Stockbridge. New Buildings,2501-3000,51.136489,-1.494026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Hampshire. Winnall Down,2001-2500,51.07,-1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Kent,0-1000,51.19,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Kent. Cliffs End Farm,2001-2500,51.329195000000006,1.3693088,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
England. Kent. Cliffs End Farm,2501-3000,51.329195000000006,1.3693088,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
England. Kent. East Kent Access Road,2001-2500,51.3603,1.3405,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
England. Kent. East Kent Access Road,2501-3000,51.3603,1.3404999999999998,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
England. Kent. East Kent Access Road,3001-3500,51.3603,1.3405,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
England. Kent. East Kent Access Road,3501-4000,51.3603,1.3405,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Kent. Eastry,1001-1500,51.20000000000001,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Kent. Isle of Sheppey. Neats Court,3501-4000,51.423287,0.738864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Kent. Margetts Pit,3001-3500,51.3323,0.4784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Kent. Polhill,1001-1500,51.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Kent. Sittingbourne. Highsted,1501-2000,51.323295,0.73696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Kent. Trottiscliffe. Coldrum,5001-5500,51.32157800000001,0.372682,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
England. Lincolnshire. Langtoft,3001-3500,52.696301,-0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Lincolnshire. Langtoft,3501-4000,52.696301,-0.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Lincolnshire. West Deeping,4001-4500,52.67,-0.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. London. Mortlake. River Thames Skulls,3501-4000,51.471197,-0.266408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. London. River Thames. Putney Foreshore,2001-2500,51.466215,-0.212202,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. London. Syon Reach. River Thames Skulls,4001-4500,51.474176,-0.309898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Needingworth Quarry. Over Narrows,3001-3500,52.34,0.03,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
England. Needingworth Quarry. Over Narrows,3501-4000,52.34,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Needingworth Quarry. Over Narrows,4001-4500,52.34,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Norfolk. Sedgeford,1001-1500,52.899895300000004,0.5132927,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
England. North Ablington. Figheldean,4001-4500,51.22,-1.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. North Yorkshire. Attermire Scar. Jubilee Cave,5001-5500,54.081683,-2.27362,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
England. North Yorkshire. Cockerham. Elbolton Cave,3001-3500,54.050362,-1.989273,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. North Yorkshire. Cockerham. Elbolton Cave,5501-6000,54.050362,-1.989273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
England. North Yorkshire. Grassington. 3 Barrow Sites,3501-4000,54.082717,-1.996908,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
England. North Yorkshire. Ha Cave. Giggleswick Scar,5501-6000,54.074439000000005,-2.287284,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
England. North Yorkshire. Ingleborough Hill. Fox Holes Cave,5501-6000,54.165855,-2.397734,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. North Yorkshire. Ingleton. Raven Scar Cave,2501-3000,54.155105,-2.472049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. North Yorkshire. Kelco Cave. Giggleswick Scar,5501-6000,54.0744391,-2.2872841,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
England. North Yorkshire. Raven Scar Cave,2501-3000,54.176006,-2.416361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. North Yorkshire. Ribblesdale. Selside Grike,1001-1500,54.160599,-2.328012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. North Yorkshire. Scorton Quarry,1501-2000,54.3955,-1.614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. North Yorkshire. Scorton Quarry,2001-2500,54.3955,-1.614,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
England. North Yorkshire. Staxton. Staxton Beacon,3501-4000,54.201949,-0.434355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. North Yorkshire. Stockton-on-Tees. Norton. Norton Bishops Mill,1001-1500,54.354158,-1.2757985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
England. North Yorkshire. Stockton-on-Tees. Norton. Norton East Mill,1001-1500,54.594544000000006,-1.309398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. North Yorkshire. Vale of Pickering. West Heslerton,1001-1500,54.170989,-0.605739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Northampton. Banbury Lane,5001-5500,52.21725278,-0.940216667,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
England. Northumberland. Barrasford. Reaverhill,3501-4000,55.058,-2.147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Northumberland. Hexham Golf Course,3501-4000,54.979,-2.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Northumberland. Low Hauxley,3501-4000,55.309983,-1.553328,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
England. Oxford. St John's College Oxford,1001-1500,51.76,-1.26,0,0,1,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,22
England. Oxfordshire. Abington. Spring Road cemetery,4001-4500,51.68,-1.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Oxfordshire. Radley. Barrow Hills,3501-4000,51.405327,-1.150767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
England. Oxfordshire. Stanton Harcourt. Gravelly Guy,2001-2500,51.74585,-1.416236,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
England. Oxfordshire. Thame,2001-2500,51.75,-0.99,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
England. Oxfordshire. Yarnton,2001-2500,51.7977,-1.313464,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
England. Oxfordshire. Yarnton,2501-3000,51.7977,-1.313464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Oxfordshire. Yarnton,3001-3500,51.7977,-1.313464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Oxfordshire. Yarnton,3501-4000,51.7977,-1.313464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Oxfordshire. Yarnton,4001-4500,51.7977,-1.313464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Scorton. Hollow Banks,1001-1500,54.3955,-1.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Somerset. Burrington Combe. Aveline's Hole,5501-6000,51.324706000000006,-2.753248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Somerset. Burrington Combe. Aveline's Hole,10001-10500,51.324706,-2.753248,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
England. Somerset. Burrington Combe. Aveline's Hole,10501-11000,51.324706,-2.753248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Somerset. Cheddar. Gough's Cave,10001-10500,51.281679,-2.765746,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
England. Somerset. Cheddar. Totty Pot,4001-4500,51.279,-2.743324,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
England. Somerset. Cheddar. Totty Pot,5001-5500,51.279,-2.743324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Somerset. Christon. Dibbles Farm,2001-2500,51.313891,-2.885217,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
England. Somerset. Ham Hill,2001-2500,50.949985,-2.735842,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
England. Somerset. Meare Lake Village West,2001-2500,51.176318,-2.7969190000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Somerset. Mells Down. Kingsdown Camp,2501-3000,51.264052,-2.405024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Somerset. Mendip. Hay Wood Cave,5501-6000,51.31951,-2.94847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
England. Somerset. North Perrott. North Perrott Manor,1501-2000,50.88341,-2.760465,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Somerset. North Perrott. North Perrott Manor,2001-2500,50.88341,-2.760465,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Somerset. Priddy,1501-2000,51.255523,-2.667883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Somerset. South Cadbury. Cadbury Castle,2001-2500,51.0128,-2.3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Somerset. Stogursey. Wick Barrow,4001-4500,51.121284,-3.075648,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Somerset. Storgoursey. Wick Barrow,4001-4500,51.1807,-3.1413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Somerset. Tickenham. Diamond Cottage,2001-2500,51.444607,-2.814359,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Somerset. Weston-super-Mare. Grove Park Road,2001-2500,51.353937,-2.979463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Somerset. Worlebury,2001-2500,51.357334,-2.988282,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
England. South Cambridgeshire. East Anglia. Hinxton,1001-1500,52.080000000000005,0.18000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. South Cambridgeshire. East Anglia. Hinxton,1501-2000,52.08,0.18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
England. South Cambridgeshire. Oakington,1001-1500,52.26136,0.06869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. South Derbyshire. Willington. Dairy Farm,4001-4500,52.854,-1.565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. South Somerset. South Cadbury,1501-2000,51.0128,-2.3152,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Suffolk. Lakenheath,1001-1500,52.40230533333334,0.5036603333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Sussex. Bishopstone. Rookery Hill,1001-1500,50.789115,0.082351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Sussex. Brighton. Bevendean,2001-2500,50.839112,-0.097013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Sussex. Brighton. Black Rock,2501-3000,50.816715,-0.097726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Sussex. Brighton. Coldean Lane. Varley Hall,3001-3500,50.863492,-0.110003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Sussex. Brighton. Ditchling Road,3501-4000,50.851087,-0.134783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Sussex. Brighton. Ditchling Road,4001-4500,50.862516,-0.121506,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Sussex. Brighton. Mile Oak,3001-3500,50.849209,-0.223278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Sussex. Brighton. Roedean Crescent,3501-4000,50.815565,-0.091565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Sussex. Brighton. Slonk Hill,1501-2000,50.844866,-0.266087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Sussex. Brighton. Slonk Hill,2001-2500,50.844866,-0.266087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Sussex. Brighton. Surrendon Road,2501-3000,50.850879,-0.14475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Sussex. Brighton. Whitehawk,5501-6000,50.828981,-0.112825,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
England. Sussex. Brighton. Woodingdean,2001-2500,50.836656,-0.075378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Sussex. Cissbury,5501-6000,50.860903,-0.399007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. Sussex. North Bersted,2001-2500,50.806775,-0.68987061,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Sussex. Westbourne. 'Racton Man',4001-4500,50.872397,-0.89596028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Tyne and Wear. Sunderland. Hasting Hill,3501-4000,54.883,-1.452,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
England. Tyne and Wear. Sunderland. Hasting Hill,4001-4500,54.883,-1.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
England. West Yorkshire. Dalton Parlours,2001-2500,53.8954,-1.388994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
